"blkType","DistCond","distr_cond","participant","rt_type","rt"
"Before change","Rare dist.","equal","E2_23_YS","ftf_RT",999.982870868535
"Before change","Rare dist.","equal","E2_24_YY","ftf_RT",654.762218838061
"Before change","Rare dist.","unequal","E1_01_GQ","ftf_RT",747.578123275625
"Before change","Rare dist.","unequal","E1_02_PP","ftf_RT",590.448448249346
"Before change","Rare dist.","unequal","E1_03_AH","ftf_RT",714.481852442987
"Before change","Rare dist.","unequal","E1_05_SX","ftf_RT",966.725111689903
"Before change","Rare dist.","unequal","E1_06_MB","ftf_RT",1013.22260630726
"Before change","Rare dist.","unequal","E1_07_HS","ftf_RT",718.522941230913
"Before change","Rare dist.","unequal","E1_08_UA","ftf_RT",654.515993371855
"Before change","Rare dist.","unequal","E1_09_BK","ftf_RT",457.39182494543
"Before change","Rare dist.","unequal","E1_10_ZK","ftf_RT",656.131385904903
"Before change","Rare dist.","unequal","E1_11_MS","ftf_RT",780.62289665263
"Before change","Rare dist.","unequal","E1_12_JM","ftf_RT",510.256653786272
"Before change","Rare dist.","unequal","E1_13_GV","ftf_RT",1107.63399557701
"Before change","Rare dist.","unequal","E1_14_VB","ftf_RT",579.075951807975
"Before change","Rare dist.","unequal","E1_15_SS","ftf_RT",592.785844247216
"Before change","Rare dist.","unequal","E1_16_THL","ftf_RT",936.467447695972
"Before change","Rare dist.","unequal","E1_17_JSM","ftf_RT",683.452012327108
"Before change","Rare dist.","unequal","E1_18_YP","ftf_RT",775.795774574393
"Before change","Rare dist.","unequal","E1_19_AM","ftf_RT",932.492695861204
"Before change","Rare dist.","unequal","E1_20_MK","ftf_RT",512.50959560815
"Before change","Rare dist.","unequal","E1_21_RNB","ftf_RT",831.863753983145
"Before change","Rare dist.","unequal","E1_22_LIU","ftf_RT",701.021522945962
"Before change","Rare dist.","unequal","E1_23_JX","ftf_RT",648.988741365793
"Before change","Rare dist.","unequal","E1_24_RMS","ftf_RT",725.340891919879
"Before change","Rare dist.","unequal","E1_XF","ftf_RT",655.734844781747
"After change","Absent","equal","E2_01_JM","ftf_RT",381.560166216552
"After change","Absent","equal","E2_02_YN","ftf_RT",373.723550812202
"After change","Absent","equal","E2_03_XY","ftf_RT",559.483351297323
"After change","Absent","equal","E2_04_ER","ftf_RT",309.995156879223
"After change","Absent","equal","E2_05_YS","ftf_RT",814.71645463878
"After change","Absent","equal","E2_06_ER","ftf_RT",636.612674396824
"After change","Absent","equal","E2_07_NS","ftf_RT",388.565996727157
"After change","Absent","equal","E2_08_YW","ftf_RT",477.949261937518
"After change","Absent","equal","E2_09_WYY","ftf_RT",437.4969865577
"After change","Absent","equal","E2_10_SSW","ftf_RT",376.027479603851
"After change","Absent","equal","E2_11_FS","ftf_RT",397.90851672193
"After change","Absent","equal","E2_12_AH","ftf_RT",427.834280819287
"After change","Absent","equal","E2_13_HAB","ftf_RT",577.18044869729
"After change","Absent","equal","E2_14_RS","ftf_RT",480.97131299057
"After change","Absent","equal","E2_15_LL","ftf_RT",399.339850331636
"After change","Absent","equal","E2_16_BK","ftf_RT",323.964458622955
"After change","Absent","equal","E2_17_HS","ftf_RT",376.697357557256
"After change","Absent","equal","E2_18_PP","ftf_RT",397.819671615717
"After change","Absent","equal","E2_19_JX","ftf_RT",353.42730297772
"After change","Absent","equal","E2_20_JW","ftf_RT",445.024843180092
"After change","Absent","equal","E2_21_SM","ftf_RT",344.155624320364
"After change","Absent","equal","E2_22_GV","ftf_RT",462.185440534277
"After change","Absent","equal","E2_23_YS","ftf_RT",452.291815901157
"After change","Absent","equal","E2_24_YY","ftf_RT",498.157353872228
"After change","Absent","unequal","E1_01_GQ","ftf_RT",414.571428563755
"After change","Absent","unequal","E1_02_PP","ftf_RT",431.583858543369
"After change","Absent","unequal","E1_03_AH","ftf_RT",418.229051308846
"After change","Absent","unequal","E1_05_SX","ftf_RT",520.6054640642
"After change","Absent","unequal","E1_06_MB","ftf_RT",591.303332902133
"After change","Absent","unequal","E1_07_HS","ftf_RT",437.653606807383
"After change","Absent","unequal","E1_08_UA","ftf_RT",559.683149256064
"After change","Absent","unequal","E1_09_BK","ftf_RT",360.257961569929
"After change","Absent","unequal","E1_10_ZK","ftf_RT",353.928422439857
"After change","Absent","unequal","E1_11_MS","ftf_RT",446.352058253197
"After change","Absent","unequal","E1_12_JM","ftf_RT",394.852708836272
"After change","Absent","unequal","E1_13_GV","ftf_RT",714.648509251029
"After change","Absent","unequal","E1_14_VB","ftf_RT",388.744267195675
"After change","Absent","unequal","E1_15_SS","ftf_RT",555.867786772334
"After change","Absent","unequal","E1_16_THL","ftf_RT",616.297080461699
"After change","Absent","unequal","E1_17_JSM","ftf_RT",373.896608759007
"After change","Absent","unequal","E1_18_YP","ftf_RT",424.502252265557
"After change","Absent","unequal","E1_19_AM","ftf_RT",514.205326895311
"After change","Absent","unequal","E1_20_MK","ftf_RT",324.474254639106
"After change","Absent","unequal","E1_21_RNB","ftf_RT",593.260183935863
"After change","Absent","unequal","E1_22_LIU","ftf_RT",509.476875440242
"After change","Absent","unequal","E1_23_JX","ftf_RT",456.544284526681
"After change","Absent","unequal","E1_24_RMS","ftf_RT",526.327868363246
"After change","Absent","unequal","E1_XF","ftf_RT",442.307149803463
"After change","Freq. dist.","equal","E2_01_JM","ftf_RT",444.403710491971
"After change","Freq. dist.","equal","E2_02_YN","ftf_RT",498.245709820619
"After change","Freq. dist.","equal","E2_03_XY","ftf_RT",831.230782909794
"After change","Freq. dist.","equal","E2_04_ER","ftf_RT",530.848053912983
"After change","Freq. dist.","equal","E2_05_YS","ftf_RT",879.440039345591
"After change","Freq. dist.","equal","E2_06_ER","ftf_RT",715.571735639332
"After change","Freq. dist.","equal","E2_07_NS","ftf_RT",536.031956709606
"After change","Freq. dist.","equal","E2_08_YW","ftf_RT",572.758736192013
"After change","Freq. dist.","equal","E2_09_WYY","ftf_RT",600.923315915578
"After change","Freq. dist.","equal","E2_10_SSW","ftf_RT",393.074185514946
"After change","Freq. dist.","equal","E2_11_FS","ftf_RT",572.711183447226
"After change","Freq. dist.","equal","E2_12_AH","ftf_RT",599.462496929699
"After change","Freq. dist.","equal","E2_13_HAB","ftf_RT",822.847060910687
"After change","Freq. dist.","equal","E2_14_RS","ftf_RT",684.750193985861
"After change","Freq. dist.","equal","E2_15_LL","ftf_RT",511.405990895722
"After change","Freq. dist.","equal","E2_16_BK","ftf_RT",400.49161556991
"After change","Freq. dist.","equal","E2_17_HS","ftf_RT",709.162415288672
"After change","Freq. dist.","equal","E2_18_PP","ftf_RT",528.974550654018
"After change","Freq. dist.","equal","E2_19_JX","ftf_RT",485.704157318785
"After change","Freq. dist.","equal","E2_20_JW","ftf_RT",772.912137979905
"After change","Freq. dist.","equal","E2_21_SM","ftf_RT",508.785811602946
"After change","Freq. dist.","equal","E2_22_GV","ftf_RT",468.00995595875
"After change","Freq. dist.","equal","E2_23_YS","ftf_RT",657.39294903749
"After change","Freq. dist.","equal","E2_24_YY","ftf_RT",766.685414000045
"After change","Freq. dist.","unequal","E1_01_GQ","ftf_RT",523.425780612642
"After change","Freq. dist.","unequal","E1_02_PP","ftf_RT",514.219642039082
"After change","Freq. dist.","unequal","E1_03_AH","ftf_RT",559.785067103521
"After change","Freq. dist.","unequal","E1_05_SX","ftf_RT",740.910492653812
"After change","Freq. dist.","unequal","E1_06_MB","ftf_RT",758.260379960344
"After change","Freq. dist.","unequal","E1_07_HS","ftf_RT",715.779230339
"After change","Freq. dist.","unequal","E1_08_UA","ftf_RT",797.175773267857
"After change","Freq. dist.","unequal","E1_09_BK","ftf_RT",401.577746729504
"After change","Freq. dist.","unequal","E1_10_ZK","ftf_RT",463.804435376423
"After change","Freq. dist.","unequal","E1_11_MS","ftf_RT",595.143630666974
"After change","Freq. dist.","unequal","E1_12_JM","ftf_RT",483.388676376846
"After change","Freq. dist.","unequal","E1_13_GV","ftf_RT",702.249817290635
"After change","Freq. dist.","unequal","E1_14_VB","ftf_RT",435.232710486882
"After change","Freq. dist.","unequal","E1_15_SS","ftf_RT",570.381848642091
"After change","Freq. dist.","unequal","E1_16_THL","ftf_RT",788.7564630055
"After change","Freq. dist.","unequal","E1_17_JSM","ftf_RT",508.000381831448
"After change","Freq. dist.","unequal","E1_18_YP","ftf_RT",640.063276571695
"After change","Freq. dist.","unequal","E1_19_AM","ftf_RT",630.30057645672
"After change","Freq. dist.","unequal","E1_20_MK","ftf_RT",418.052921985554
"After change","Freq. dist.","unequal","E1_21_RNB","ftf_RT",752.257704007515
"After change","Freq. dist.","unequal","E1_22_LIU","ftf_RT",666.413921564344
"After change","Freq. dist.","unequal","E1_23_JX","ftf_RT",569.243368936255
"After change","Freq. dist.","unequal","E1_24_RMS","ftf_RT",736.959248618683
"After change","Freq. dist.","unequal","E1_XF","ftf_RT",581.670602987563
"After change","Rare dist.","equal","E2_01_JM","ftf_RT",452.276562673468
"After change","Rare dist.","equal","E2_02_YN","ftf_RT",454.556862395949
"After change","Rare dist.","equal","E2_03_XY","ftf_RT",675.3643281859
"After change","Rare dist.","equal","E2_04_ER","ftf_RT",538.405385090938
"After change","Rare dist.","equal","E2_05_YS","ftf_RT",900.464098932143
"After change","Rare dist.","equal","E2_06_ER","ftf_RT",1020.25067415119
"After change","Rare dist.","equal","E2_07_NS","ftf_RT",548.733969940885
"After change","Rare dist.","equal","E2_08_YW","ftf_RT",600.468712882905
"After change","Rare dist.","equal","E2_09_WYY","ftf_RT",613.617184366883
"After change","Rare dist.","equal","E2_10_SSW","ftf_RT",410.086369514295
"After change","Rare dist.","equal","E2_11_FS","ftf_RT",590.182207955645
"After change","Rare dist.","equal","E2_12_AH","ftf_RT",585.50418267514
"After change","Rare dist.","equal","E2_13_HAB","ftf_RT",700.499939305802
"After change","Rare dist.","equal","E2_14_RS","ftf_RT",760.176136539955
"After change","Rare dist.","equal","E2_15_LL","ftf_RT",516.168993624789
"After change","Rare dist.","equal","E2_16_BK","ftf_RT",410.55740641395
"After change","Rare dist.","equal","E2_17_HS","ftf_RT",663.178350306314
"After change","Rare dist.","equal","E2_18_PP","ftf_RT",568.947964585398
"After change","Rare dist.","equal","E2_19_JX","ftf_RT",507.655862632485
"After change","Rare dist.","equal","E2_20_JW","ftf_RT",740.1533256717
"After change","Rare dist.","equal","E2_21_SM","ftf_RT",487.742152881178
"After change","Rare dist.","equal","E2_22_GV","ftf_RT",592.689323317138
"After change","Rare dist.","equal","E2_23_YS","ftf_RT",826.862198315856
"After change","Rare dist.","equal","E2_24_YY","ftf_RT",745.519034089869
"After change","Rare dist.","unequal","E1_01_GQ","ftf_RT",514.339246480447
"After change","Rare dist.","unequal","E1_02_PP","ftf_RT",536.125311688711
"After change","Rare dist.","unequal","E1_03_AH","ftf_RT",577.243901117887
"After change","Rare dist.","unequal","E1_05_SX","ftf_RT",733.532430898861
"After change","Rare dist.","unequal","E1_06_MB","ftf_RT",864.807551567975
"After change","Rare dist.","unequal","E1_07_HS","ftf_RT",736.400597808192
"After change","Rare dist.","unequal","E1_08_UA","ftf_RT",872.404626412225
"After change","Rare dist.","unequal","E1_09_BK","ftf_RT",429.305713545621
"After change","Rare dist.","unequal","E1_10_ZK","ftf_RT",505.489833944011
"After change","Rare dist.","unequal","E1_11_MS","ftf_RT",713.287103318352
"After change","Rare dist.","unequal","E1_12_JM","ftf_RT",528.257738220095
"After change","Rare dist.","unequal","E1_13_GV","ftf_RT",744.738602723146
"After change","Rare dist.","unequal","E1_14_VB","ftf_RT",536.433457028927
"After change","Rare dist.","unequal","E1_15_SS","ftf_RT",683.514033044321
"After change","Rare dist.","unequal","E1_16_THL","ftf_RT",855.827256125293
"After change","Rare dist.","unequal","E1_17_JSM","ftf_RT",462.174374394279
"After change","Rare dist.","unequal","E1_18_YP","ftf_RT",651.374455510002
"After change","Rare dist.","unequal","E1_19_AM","ftf_RT",882.283719512467
"After change","Rare dist.","unequal","E1_20_MK","ftf_RT",468.347138006251
"After change","Rare dist.","unequal","E1_21_RNB","ftf_RT",837.677203177348
"After change","Rare dist.","unequal","E1_22_LIU","ftf_RT",684.434839209792
"After change","Rare dist.","unequal","E1_23_JX","ftf_RT",579.928880966845
"After change","Rare dist.","unequal","E1_24_RMS","ftf_RT",665.451980271695
"After change","Rare dist.","unequal","E1_XF","ftf_RT",682.81549713416
"Before change","Absent","equal","E2_01_JM","mtf_RT",184.512035135452
"Before change","Absent","equal","E2_02_YN","mtf_RT",29.5815599981999
"Before change","Absent","equal","E2_03_XY","mtf_RT",158.250939904132
"Before change","Absent","equal","E2_04_ER","mtf_RT",63.5664977946588
"Before change","Absent","equal","E2_05_YS","mtf_RT",325.864549616707
"Before change","Absent","equal","E2_06_ER","mtf_RT",305.368393445992
"Before change","Absent","equal","E2_07_NS","mtf_RT",102.19909677961
"Before change","Absent","equal","E2_08_YW","mtf_RT",132.453779777962
"Before change","Absent","equal","E2_09_WYY","mtf_RT",244.554452163228
"Before change","Absent","equal","E2_10_SSW","mtf_RT",47.7640990948975
"Before change","Absent","equal","E2_11_FS","mtf_RT",162.68606115897
"Before change","Absent","equal","E2_12_AH","mtf_RT",203.760822678612
"Before change","Absent","equal","E2_13_HAB","mtf_RT",52.5596828839025
"Before change","Absent","equal","E2_14_RS","mtf_RT",160.80712926172
"Before change","Absent","equal","E2_15_LL","mtf_RT",102.565378283189
"Before change","Absent","equal","E2_16_BK","mtf_RT",10.1995274315046
"Before change","Absent","equal","E2_17_HS","mtf_RT",35.6854173612271
"Before change","Absent","equal","E2_18_PP","mtf_RT",195.288954574805
"Before change","Absent","equal","E2_19_JX","mtf_RT",32.3475763813256
"Before change","Absent","equal","E2_20_JW","mtf_RT",121.343499513542
"Before change","Absent","equal","E2_21_SM","mtf_RT",207.569664264858
"Before change","Absent","equal","E2_22_GV","mtf_RT",7.3200283567613
"Before change","Absent","equal","E2_23_YS","mtf_RT",249.29139392663
"Before change","Absent","equal","E2_24_YY","mtf_RT",191.377806427193
"Before change","Absent","unequal","E1_01_GQ","mtf_RT",191.45051046733
"Before change","Absent","unequal","E1_02_PP","mtf_RT",123.070676187068
"Before change","Absent","unequal","E1_03_AH","mtf_RT",246.000924852355
"Before change","Absent","unequal","E1_05_SX","mtf_RT",56.3806996136768
"Before change","Absent","unequal","E1_06_MB","mtf_RT",38.0502410155025
"Before change","Absent","unequal","E1_07_HS","mtf_RT",67.1236824215699
"Before change","Absent","unequal","E1_08_UA","mtf_RT",104.957045179176
"Before change","Absent","unequal","E1_09_BK","mtf_RT",0
"Before change","Absent","unequal","E1_10_ZK","mtf_RT",55.2452875499761
"Before change","Absent","unequal","E1_11_MS","mtf_RT",150.991984230806
"Before change","Absent","unequal","E1_12_JM","mtf_RT",106.315456276607
"Before change","Absent","unequal","E1_13_GV","mtf_RT",0
"Before change","Absent","unequal","E1_14_VB","mtf_RT",88.7808346575314
"Before change","Absent","unequal","E1_15_SS","mtf_RT",147.570113582616
"Before change","Absent","unequal","E1_16_THL","mtf_RT",405.892637198462
"Before change","Absent","unequal","E1_17_JSM","mtf_RT",161.24924580133
"Before change","Absent","unequal","E1_18_YP","mtf_RT",298.141724716469
"Before change","Absent","unequal","E1_19_AM","mtf_RT",449.46145680373
"Before change","Absent","unequal","E1_20_MK","mtf_RT",32.8688209363329
"Before change","Absent","unequal","E1_21_RNB","mtf_RT",136.262726461227
"Before change","Absent","unequal","E1_22_LIU","mtf_RT",307.543486369188
"Before change","Absent","unequal","E1_23_JX","mtf_RT",164.927339602645
"Before change","Absent","unequal","E1_24_RMS","mtf_RT",219.762909268038
"Before change","Absent","unequal","E1_XF","mtf_RT",40.9478301901788
"Before change","Freq. dist.","equal","E2_01_JM","mtf_RT",256.723645377963
"Before change","Freq. dist.","equal","E2_02_YN","mtf_RT",107.578308275317
"Before change","Freq. dist.","equal","E2_03_XY","mtf_RT",151.867625418476
"Before change","Freq. dist.","equal","E2_04_ER","mtf_RT",138.616956852534
"Before change","Freq. dist.","equal","E2_05_YS","mtf_RT",395.270504946592
"Before change","Freq. dist.","equal","E2_06_ER","mtf_RT",199.642202999144
"Before change","Freq. dist.","equal","E2_07_NS","mtf_RT",97.3849136164168
"Before change","Freq. dist.","equal","E2_08_YW","mtf_RT",104.766151639501
"Before change","Freq. dist.","equal","E2_09_WYY","mtf_RT",207.874275474816
"Before change","Freq. dist.","equal","E2_10_SSW","mtf_RT",107.478817401069
"Before change","Freq. dist.","equal","E2_11_FS","mtf_RT",280.443955829366
"Before change","Freq. dist.","equal","E2_12_AH","mtf_RT",269.831225727263
"Before change","Freq. dist.","equal","E2_13_HAB","mtf_RT",30.1198106892745
"Before change","Freq. dist.","equal","E2_14_RS","mtf_RT",163.001031289255
"Before change","Freq. dist.","equal","E2_15_LL","mtf_RT",173.867910368403
"Before change","Freq. dist.","equal","E2_16_BK","mtf_RT",24.8777947756437
"Before change","Freq. dist.","equal","E2_17_HS","mtf_RT",164.137892482924
"Before change","Freq. dist.","equal","E2_18_PP","mtf_RT",293.081860087348
"Before change","Freq. dist.","equal","E2_19_JX","mtf_RT",152.672695073753
"Before change","Freq. dist.","equal","E2_20_JW","mtf_RT",153.595878602692
"Before change","Freq. dist.","equal","E2_21_SM","mtf_RT",189.897137970707
"Before change","Freq. dist.","equal","E2_22_GV","mtf_RT",0
"Before change","Freq. dist.","equal","E2_23_YS","mtf_RT",176.470745250898
"Before change","Freq. dist.","equal","E2_24_YY","mtf_RT",474.482167723636
"Before change","Freq. dist.","unequal","E1_01_GQ","mtf_RT",230.4458487
"Before change","Freq. dist.","unequal","E1_02_PP","mtf_RT",151.234987425993
"Before change","Freq. dist.","unequal","E1_03_AH","mtf_RT",319.251506401402
"Before change","Freq. dist.","unequal","E1_05_SX","mtf_RT",119.620361879733
"Before change","Freq. dist.","unequal","E1_06_MB","mtf_RT",97.5567557583573
"Before change","Freq. dist.","unequal","E1_07_HS","mtf_RT",138.997987562564
"Before change","Freq. dist.","unequal","E1_08_UA","mtf_RT",123.337212001964
"Before change","Freq. dist.","unequal","E1_09_BK","mtf_RT",13.5026165588243
"Before change","Freq. dist.","unequal","E1_10_ZK","mtf_RT",130.237461819347
"Before change","Freq. dist.","unequal","E1_11_MS","mtf_RT",226.786900475322
"Before change","Freq. dist.","unequal","E1_12_JM","mtf_RT",137.602168729003
"Before change","Freq. dist.","unequal","E1_13_GV","mtf_RT",117.821549488906
"Before change","Freq. dist.","unequal","E1_14_VB","mtf_RT",97.9462321768056
"Before change","Freq. dist.","unequal","E1_15_SS","mtf_RT",225.555794486703
"Before change","Freq. dist.","unequal","E1_16_THL","mtf_RT",339.086397673185
"Before change","Freq. dist.","unequal","E1_17_JSM","mtf_RT",269.451813786361
"Before change","Freq. dist.","unequal","E1_18_YP","mtf_RT",277.49159111345
"Before change","Freq. dist.","unequal","E1_19_AM","mtf_RT",417.647783652278
"Before change","Freq. dist.","unequal","E1_20_MK","mtf_RT",58.1230514546702
"Before change","Freq. dist.","unequal","E1_21_RNB","mtf_RT",76.6401317076803
"Before change","Freq. dist.","unequal","E1_22_LIU","mtf_RT",282.124725273478
"Before change","Freq. dist.","unequal","E1_23_JX","mtf_RT",181.002602873559
"Before change","Freq. dist.","unequal","E1_24_RMS","mtf_RT",225.236495736507
"Before change","Freq. dist.","unequal","E1_XF","mtf_RT",96.8793881440339
"Before change","Rare dist.","equal","E2_01_JM","mtf_RT",204.511871900488
"Before change","Rare dist.","equal","E2_02_YN","mtf_RT",0
"Before change","Rare dist.","equal","E2_03_XY","mtf_RT",133.977717567177
"Before change","Rare dist.","equal","E2_04_ER","mtf_RT",236.5306655252
"Before change","Rare dist.","equal","E2_05_YS","mtf_RT",417.906303537794
"Before change","Rare dist.","equal","E2_06_ER","mtf_RT",373.464619396845
"Before change","Rare dist.","equal","E2_07_NS","mtf_RT",112.825302742803
"Before change","Rare dist.","equal","E2_08_YW","mtf_RT",196.939434521083
"Before change","Rare dist.","equal","E2_09_WYY","mtf_RT",310.420225461179
"Before change","Rare dist.","equal","E2_10_SSW","mtf_RT",134.340767884999
"Before change","Rare dist.","equal","E2_11_FS","mtf_RT",92.2018520461643
"Before change","Rare dist.","equal","E2_12_AH","mtf_RT",257.530783077285
"Before change","Rare dist.","equal","E2_13_HAB","mtf_RT",67.9870266407109
"Before change","Rare dist.","equal","E2_14_RS","mtf_RT",205.068677733
"Before change","Rare dist.","equal","E2_15_LL","mtf_RT",111.649678908809
"Before change","Rare dist.","equal","E2_16_BK","mtf_RT",29.5232351942889
"Before change","Rare dist.","equal","E2_17_HS","mtf_RT",147.829133482576
"Before change","Rare dist.","equal","E2_18_PP","mtf_RT",190.097998167843
"Before change","Rare dist.","equal","E2_19_JX","mtf_RT",20.0947500127482
"Before change","Rare dist.","equal","E2_20_JW","mtf_RT",132.968857412211
"Before change","Rare dist.","equal","E2_21_SM","mtf_RT",106.533526479706
"Before change","Rare dist.","equal","E2_22_GV","mtf_RT",0
"Before change","Rare dist.","equal","E2_23_YS","mtf_RT",295.576082243961
"Before change","Rare dist.","equal","E2_24_YY","mtf_RT",261.735662222288
"Before change","Rare dist.","unequal","E1_01_GQ","mtf_RT",137.8075906733
"Before change","Rare dist.","unequal","E1_02_PP","mtf_RT",174.771670748493
"Before change","Rare dist.","unequal","E1_03_AH","mtf_RT",277.139850404669
"Before change","Rare dist.","unequal","E1_05_SX","mtf_RT",79.3205497064524
"Before change","Rare dist.","unequal","E1_06_MB","mtf_RT",50.0243602101591
"Before change","Rare dist.","unequal","E1_07_HS","mtf_RT",84.29056696521
"Before change","Rare dist.","unequal","E1_08_UA","mtf_RT",164.514719890056
"Before change","Rare dist.","unequal","E1_09_BK","mtf_RT",0
"Before change","Rare dist.","unequal","E1_10_ZK","mtf_RT",132.735178311931
"Before change","Rare dist.","unequal","E1_11_MS","mtf_RT",165.562248078004
"Before change","Rare dist.","unequal","E1_12_JM","mtf_RT",113.467710235686
"Before change","Rare dist.","unequal","E1_13_GV","mtf_RT",0
"Before change","Rare dist.","unequal","E1_14_VB","mtf_RT",79.8635848125824
"Before change","Rare dist.","unequal","E1_15_SS","mtf_RT",196.768364581221
"Before change","Rare dist.","unequal","E1_16_THL","mtf_RT",283.073167737548
"Before change","Rare dist.","unequal","E1_17_JSM","mtf_RT",395.394007134132
"Before change","Rare dist.","unequal","E1_18_YP","mtf_RT",312.000059710711
"Before change","Rare dist.","unequal","E1_19_AM","mtf_RT",378.071072510238
"Before change","Rare dist.","unequal","E1_20_MK","mtf_RT",40.7973058434429
"Before change","Rare dist.","unequal","E1_21_RNB","mtf_RT",48.9517957387355
"Before change","Rare dist.","unequal","E1_22_LIU","mtf_RT",305.7901544272
"Before change","Rare dist.","unequal","E1_23_JX","mtf_RT",239.428692332171
"Before change","Rare dist.","unequal","E1_24_RMS","mtf_RT",185.576694711932
"Before change","Rare dist.","unequal","E1_XF","mtf_RT",132.788331410334
"After change","Absent","equal","E2_01_JM","mtf_RT",140.68186123327
"After change","Absent","equal","E2_02_YN","mtf_RT",13.0527134223201
"After change","Absent","equal","E2_03_XY","mtf_RT",58.1836895758071
"After change","Absent","equal","E2_04_ER","mtf_RT",32.9713190010765
"After change","Absent","equal","E2_05_YS","mtf_RT",182.652693319964
"After change","Absent","equal","E2_06_ER","mtf_RT",201.916214846313
"After change","Absent","equal","E2_07_NS","mtf_RT",58.808966600453
"After change","Absent","equal","E2_08_YW","mtf_RT",31.2582862611686
"After change","Absent","equal","E2_09_WYY","mtf_RT",139.91435419221
"After change","Absent","equal","E2_10_SSW","mtf_RT",35.1684759316557
"After change","Absent","equal","E2_11_FS","mtf_RT",64.4576228013835
"After change","Absent","equal","E2_12_AH","mtf_RT",118.74773911152
"After change","Absent","equal","E2_13_HAB","mtf_RT",35.6549193473863
"After change","Absent","equal","E2_14_RS","mtf_RT",54.6529888795655
"After change","Absent","equal","E2_15_LL","mtf_RT",19.0957841394241
"After change","Absent","equal","E2_16_BK","mtf_RT",8.0937111122134
"After change","Absent","equal","E2_17_HS","mtf_RT",55.2063654311135
"After change","Absent","equal","E2_18_PP","mtf_RT",59.7198279854011
"After change","Absent","equal","E2_19_JX","mtf_RT",8.56074307764581
"After change","Absent","equal","E2_20_JW","mtf_RT",39.3345889071382
"After change","Absent","equal","E2_21_SM","mtf_RT",58.3846811380771
"After change","Absent","equal","E2_22_GV","mtf_RT",10.8653429243648
"After change","Absent","equal","E2_23_YS","mtf_RT",38.6409695884365
"After change","Absent","equal","E2_24_YY","mtf_RT",106.842030021475
"After change","Absent","unequal","E1_01_GQ","mtf_RT",30.588285072873
"After change","Absent","unequal","E1_02_PP","mtf_RT",71.6559292025501
"After change","Absent","unequal","E1_03_AH","mtf_RT",105.11272199282
"After change","Absent","unequal","E1_05_SX","mtf_RT",42.9855641540168
"After change","Absent","unequal","E1_06_MB","mtf_RT",26.5592148190077
"After change","Absent","unequal","E1_07_HS","mtf_RT",54.096101452341
"After change","Absent","unequal","E1_08_UA","mtf_RT",74.4016376549338
"After change","Absent","unequal","E1_09_BK","mtf_RT",1.20141688469285
"After change","Absent","unequal","E1_10_ZK","mtf_RT",21.5328725559902
"After change","Absent","unequal","E1_11_MS","mtf_RT",129.334447100708
"After change","Absent","unequal","E1_12_JM","mtf_RT",88.4226824711423
"After change","Absent","unequal","E1_13_GV","mtf_RT",80.019102134583
"After change","Absent","unequal","E1_14_VB","mtf_RT",40.7352709607171
"After change","Absent","unequal","E1_15_SS","mtf_RT",320.110375989892
"After change","Absent","unequal","E1_16_THL","mtf_RT",319.861989368849
"After change","Absent","unequal","E1_17_JSM","mtf_RT",128.667935816551
"After change","Absent","unequal","E1_18_YP","mtf_RT",72.5687918876382
"After change","Absent","unequal","E1_19_AM","mtf_RT",223.611385000048
"After change","Absent","unequal","E1_20_MK","mtf_RT",40.800544856905
"After change","Absent","unequal","E1_21_RNB","mtf_RT",197.435220344658
"After change","Absent","unequal","E1_22_LIU","mtf_RT",182.727352682272
"After change","Absent","unequal","E1_23_JX","mtf_RT",89.103063067109
"After change","Absent","unequal","E1_24_RMS","mtf_RT",166.80795855898
"After change","Absent","unequal","E1_XF","mtf_RT",87.4799739573869
"After change","Freq. dist.","equal","E2_01_JM","mtf_RT",196.055525890195
"After change","Freq. dist.","equal","E2_02_YN","mtf_RT",49.0985510971744
"After change","Freq. dist.","equal","E2_03_XY","mtf_RT",92.4242747474232
"After change","Freq. dist.","equal","E2_04_ER","mtf_RT",260.498662013749
"After change","Freq. dist.","equal","E2_05_YS","mtf_RT",294.319342082845
"After change","Freq. dist.","equal","E2_06_ER","mtf_RT",141.966165003032
"After change","Freq. dist.","equal","E2_07_NS","mtf_RT",85.0149489421104
"After change","Freq. dist.","equal","E2_08_YW","mtf_RT",91.5075288976296
"After change","Freq. dist.","equal","E2_09_WYY","mtf_RT",160.004548452442
"After change","Freq. dist.","equal","E2_10_SSW","mtf_RT",55.9897640445094
"After change","Freq. dist.","equal","E2_11_FS","mtf_RT",78.44584585205
"After change","Freq. dist.","equal","E2_12_AH","mtf_RT",123.906594069225
"After change","Freq. dist.","equal","E2_13_HAB","mtf_RT",146.471974544316
"After change","Freq. dist.","equal","E2_14_RS","mtf_RT",13.2174360639767
"After change","Freq. dist.","equal","E2_15_LL","mtf_RT",64.6971502934031
"After change","Freq. dist.","equal","E2_16_BK","mtf_RT",28.5556009326013
"After change","Freq. dist.","equal","E2_17_HS","mtf_RT",77.5457395602968
"After change","Freq. dist.","equal","E2_18_PP","mtf_RT",166.338315592575
"After change","Freq. dist.","equal","E2_19_JX","mtf_RT",41.588352085135
"After change","Freq. dist.","equal","E2_20_JW","mtf_RT",25.5929447931813
"After change","Freq. dist.","equal","E2_21_SM","mtf_RT",96.6464307559132
"After change","Freq. dist.","equal","E2_22_GV","mtf_RT",0
